RAG
https://w3id.org/GerPS-onto/ontology#RAG2
https://w3id.org/GerPS-onto/ontology#RAG3
https://w3id.org/GerPS-onto/ontology#RAG7
https://w3id.org/GerPS-onto/ontology#RAG1
https://w3id.org/GerPS-onto/ontology#RAG4
https://w3id.org/GerPS-onto/ontology#RAG5
